Country Name,Country Code,Series Name,Series Code,2019 [YR2019],2020 [YR2020]
Ukraine,UKR,Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,..,..
Ukraine,UKR,"Adolescents out of school, female (% of female lower secondary school age)",SE.SEC.UNER.LO.FE.ZS,..,..
Ukraine,UKR,"Adolescents out of school, male (% of male lower secondary school age)",SE.SEC.UNER.LO.MA.ZS,..,..
Ukraine,UKR,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,9800,9300
Ukraine,UKR,Adults (ages 15-49) newly infected with HIV,SH.HIV.INCD,9000,8500
Ukraine,UKR,Age dependency ratio (% of working-age population),SP.POP.DPND,48.4664369582803,49.1194357512406
Ukraine,UKR,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,24.8013042080974,25.274465631929
Ukraine,UKR,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,23.6651327501828,23.8449701193116
Ukraine,UKR,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,..,..
Ukraine,UKR,Agricultural land (% of land area),AG.LND.AGRI.ZS,..,..
Ukraine,UKR,Agricultural land (sq. km),AG.LND.AGRI.K2,..,..
Ukraine,UKR,"Agricultural machinery, tractors",AG.AGR.TRAC.NO,..,..
Ukraine,UKR,"Agricultural machinery, tractors per 100 sq. km of arable land",AG.LND.TRAC.ZS,..,..
Ukraine,UKR,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,..,..
Ukraine,UKR,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,..,..
Ukraine,UKR,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,..,..
Ukraine,UKR,Agricultural nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.AG.KT.CE,..,..
Ukraine,UKR,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,..,..
Ukraine,UKR,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,..,..
Ukraine,UKR,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,8.96830308932376,9.26839642908065
Ukraine,UKR,"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,1.01281103515485,-11.4628848498437
Ukraine,UKR,"Agriculture, forestry, and fishing, value added (constant 2010 US$)",NV.AGR.TOTL.KD,14650181105.0596,12970847714.6931
Ukraine,UKR,"Agriculture, forestry, and fishing, value added (constant LCU)",NV.AGR.TOTL.KN,298098267386.685,263927606256.77
Ukraine,UKR,"Agriculture, forestry, and fishing, value added (current LCU)",NV.AGR.TOTL.CN,356795000000,388726000000
Ukraine,UKR,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,13804864270.901,14419957340.2578
Ukraine,UKR,"Agriculture, forestry, and fishing, value added per worker (constant 2010 US$)",NV.AGR.EMPL.KD,5714.32599345918,..
Ukraine,UKR,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,75.617661,..
Ukraine,UKR,"Air transport, passengers carried",IS.AIR.PSGR,7604522.332,..
Ukraine,UKR,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,62113.332,..
Ukraine,UKR,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,..,..
Ukraine,UKR,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,..,..
Ukraine,UKR,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",ER.H2O.FWDM.ZS,..,..
Ukraine,UKR,"Annual freshwater withdrawals, industry (% of total freshwater withdrawal)",ER.H2O.FWIN.ZS,..,..
Ukraine,UKR,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,..,..
Ukraine,UKR,"Annual freshwater withdrawals, total (billion cubic meters)",ER.H2O.FWTL.K3,..,..
Ukraine,UKR,"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",SI.SPR.PC40.ZG,1.71,..
Ukraine,UKR,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,2.82,..
Ukraine,UKR,Antiretroviral therapy coverage (% of people living with HIV),SH.HIV.ARTC.ZS,55,57
Ukraine,UKR,Antiretroviral therapy coverage for PMTCT (% of pregnant women living with HIV),SH.HIV.PMTC.ZS,93,95
Ukraine,UKR,Aquaculture production (metric tons),ER.FSH.AQUA.MT,..,..
Ukraine,UKR,Arable land (% of land area),AG.LND.ARBL.ZS,..,..
Ukraine,UKR,Arable land (hectares per person),AG.LND.ARBL.HA.PC,..,..
Ukraine,UKR,Arable land (hectares),AG.LND.ARBL.HA,..,..
Ukraine,UKR,ARI treatment (% of children under 5 taken to a health provider),SH.STA.ARIC.ZS,..,..
Ukraine,UKR,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,..,..
Ukraine,UKR,"Armed forces personnel, total",MS.MIL.TOTL.P1,..,..
Ukraine,UKR,Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,96000000,115000000
Ukraine,UKR,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,26000000,18000000
Ukraine,UKR,"Automated teller machines (ATMs) (per 100,000 adults)",FB.ATM.TOTL.P5,96.2982476533098,93.7392277496164
Ukraine,UKR,Average number of visits or required meetings with tax officials (for affected firms),IC.TAX.METG,1.8,..
Ukraine,UKR,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,..,..
Ukraine,UKR,Average time to clear exports through customs (days),IC.CUS.DURS.EX,3.9,..
Ukraine,UKR,Average transaction cost of sending remittances from a specific country (%),SI.RMT.COST.OB.ZS,..,..
Ukraine,UKR,Average transaction cost of sending remittances to a specific country (%),SI.RMT.COST.IB.ZS,6.453113,6.367748
Ukraine,UKR,"Average working hours of children, study and work, ages 7-14 (hours per week)",SL.TLF.0714.SW.TM,..,..
Ukraine,UKR,"Average working hours of children, study and work, female, ages 7-14 (hours per week)",SL.TLF.0714.SW.FE.TM,..,..
Ukraine,UKR,"Average working hours of children, study and work, male, ages 7-14 (hours per week)",SL.TLF.0714.SW.MA.TM,..,..
Ukraine,UKR,"Average working hours of children, working only, ages 7-14 (hours per week)",SL.TLF.0714.WK.TM,..,..
Ukraine,UKR,"Average working hours of children, working only, female, ages 7-14 (hours per week)",SL.TLF.0714.WK.FE.TM,..,..
Ukraine,UKR,"Average working hours of children, working only, male, ages 7-14 (hours per week)",SL.TLF.0714.WK.MA.TM,..,..
Ukraine,UKR,Bank capital to assets ratio (%),FB.BNK.CAPA.ZS,13.5050301872888,11.658462221108
Ukraine,UKR,Bank liquid reserves to bank assets ratio (%),FD.RES.LIQU.AS.ZS,22.38327439433,20.7811860323307
Ukraine,UKR,Bank nonperforming loans to total gross loans (%),FB.AST.NPER.ZS,48.3585110566614,41.0040955414761
Ukraine,UKR,Battle-related deaths (number of people),VC.BTL.DETH,234,195
Ukraine,UKR,Benefit incidence of social insurance programs to poorest quintile (% of total social insurance benefits),per_si_allsi.ben_q1_tot,..,..
Ukraine,UKR,Benefit incidence of social protection and labor programs to poorest quintile (% of total SPL benefits),per_allsp.ben_q1_tot,..,..
Ukraine,UKR,Benefit incidence of social safety net programs to poorest quintile (% of total safety net benefits),per_sa_allsa.ben_q1_tot,..,..
Ukraine,UKR,Benefit incidence of unemployment benefits and ALMP to poorest quintile (% of total U/ALMP benefits),per_lm_alllm.ben_q1_tot,..,..
Ukraine,UKR,"Binding coverage, all products (%)",TM.TAX.MRCH.BC.ZS,100,..
Ukraine,UKR,"Binding coverage, manufactured products (%)",TM.TAX.MANF.BC.ZS,100,..
Ukraine,UKR,"Binding coverage, primary products (%)",TM.TAX.TCOM.BC.ZS,100,..
Ukraine,UKR,"Bird species, threatened",EN.BIR.THRD.NO,..,..
Ukraine,UKR,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,8.1,..
Ukraine,UKR,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,..,..
Ukraine,UKR,"Borrowers from commercial banks (per 1,000 adults)",FB.CBK.BRWR.P3,..,..
Ukraine,UKR,"Bound rate, simple mean, all products (%)",TM.TAX.MRCH.BR.ZS,5.81,..
Ukraine,UKR,"Bound rate, simple mean, manufactured products (%)",TM.TAX.MANF.BR.ZS,5.19,..
Ukraine,UKR,"Bound rate, simple mean, primary products (%)",TM.TAX.TCOM.BR.ZS,7.5,..
Ukraine,UKR,Bribery incidence (% of firms experiencing at least one bribe payment request),IC.FRM.BRIB.ZS,37.4,..
Ukraine,UKR,Broad money (% of GDP),FM.LBL.BMNY.GD.ZS,36.1529952586089,44.1098899343349
Ukraine,UKR,Broad money (current LCU),FM.LBL.BMNY.CN,1438310883878.48,1850013775933.74
Ukraine,UKR,Broad money growth (annual %),FM.LBL.BMNY.ZG,12.5760074164158,28.6240545538446
Ukraine,UKR,Broad money to total reserves ratio,FM.LBL.BMNY.IR.ZS,2.19813244366251,2.35527947714323
Ukraine,UKR,Business extent of disclosure index (0=less disclosure to 10=more disclosure),IC.BUS.DISC.XQ,9,..
Ukraine,UKR,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,..,..
Ukraine,UKR,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,3.13381595554519,..
Ukraine,UKR,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,5.01101815960154,..
Ukraine,UKR,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,91.8551649320085,..
Ukraine,UKR,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,..,..
Ukraine,UKR,"Central government debt, total (current LCU)",GC.DOD.TOTL.CN,..,..
Ukraine,UKR,Cereal production (metric tons),AG.PRD.CREL.MT,..,..
Ukraine,UKR,Cereal yield (kg per hectare),AG.YLD.CREL.KG,..,..
Ukraine,UKR,Changes in inventories (constant LCU),NE.GDI.STKB.KN,-78400931973.0596,-152135532474.793
Ukraine,UKR,Changes in inventories (current LCU),NE.GDI.STKB.CN,-109898000000,-233478000000
Ukraine,UKR,Changes in inventories (current US$),NE.GDI.STKB.CD,-4252097068.74671,-8660966335.8991
Ukraine,UKR,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,606000000,495000000
Ukraine,UKR,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,82000000,74000000
Ukraine,UKR,Chemicals (% of value added in manufacturing),NV.MNF.CHEM.ZS.UN,..,..
Ukraine,UKR,Child employment in agriculture (% of economically active children ages 7-14),SL.AGR.0714.ZS,..,..
Ukraine,UKR,"Child employment in agriculture, female (% of female economically active children ages 7-14)",SL.AGR.0714.FE.ZS,..,..
Ukraine,UKR,"Child employment in agriculture, male (% of male economically active children ages 7-14)",SL.AGR.0714.MA.ZS,..,..
Ukraine,UKR,Child employment in manufacturing (% of economically active children ages 7-14),SL.MNF.0714.ZS,..,..
Ukraine,UKR,"Child employment in manufacturing, female (% of female economically active children ages 7-14)",SL.MNF.0714.FE.ZS,..,..
Ukraine,UKR,"Child employment in manufacturing, male (% of male economically active children ages 7-14)",SL.MNF.0714.MA.ZS,..,..
Ukraine,UKR,Child employment in services (% of economically active children ages 7-14),SL.SRV.0714.ZS,..,..
Ukraine,UKR,"Child employment in services, female (% of female economically active children ages 7-14)",SL.SRV.0714.FE.ZS,..,..
Ukraine,UKR,"Child employment in services, male (% of male economically active children ages 7-14)",SL.SRV.0714.MA.ZS,..,..
Ukraine,UKR,Children (0-14) living with HIV,SH.HIV.0014,3000,2900
Ukraine,UKR,Children (ages 0-14) newly infected with HIV,SH.HIV.INCD.14,200,200
Ukraine,UKR,"Children in employment, female (% of female children ages 7-14)",SL.TLF.0714.FE.ZS,..,..
Ukraine,UKR,"Children in employment, male (% of male children ages 7-14)",SL.TLF.0714.MA.ZS,..,..
Ukraine,UKR,"Children in employment, self-employed (% of children in employment, ages 7-14)",SL.SLF.0714.ZS,..,..
Ukraine,UKR,"Children in employment, self-employed, female (% of female children in employment, ages 7-14)",SL.SLF.0714.FE.ZS,..,..
Ukraine,UKR,"Children in employment, self-employed, male (% of male children in employment, ages 7-14)",SL.SLF.0714.MA.ZS,..,..
Ukraine,UKR,"Children in employment, study and work (% of children in employment, ages 7-14)",SL.TLF.0714.SW.ZS,..,..
Ukraine,UKR,"Children in employment, study and work, female (% of female children in employment, ages 7-14)",SL.TLF.0714.SW.FE.ZS,..,..
Ukraine,UKR,"Children in employment, study and work, male (% of male children in employment, ages 7-14)",SL.TLF.0714.SW.MA.ZS,..,..
Ukraine,UKR,"Children in employment, total (% of children ages 7-14)",SL.TLF.0714.ZS,..,..
Ukraine,UKR,"Children in employment, unpaid family workers (% of children in employment, ages 7-14)",SL.FAM.0714.ZS,..,..
Ukraine,UKR,"Children in employment, unpaid family workers, female (% of female children in employment, ages 7-14)",SL.FAM.0714.FE.ZS,..,..
Ukraine,UKR,"Children in employment, unpaid family workers, male (% of male children in employment, ages 7-14)",SL.FAM.0714.MA.ZS,..,..
Ukraine,UKR,"Children in employment, wage workers (% of children in employment, ages 7-14)",SL.WAG.0714.ZS,..,..
Ukraine,UKR,"Children in employment, wage workers, female (% of female children in employment, ages 7-14)",SL.WAG.0714.FE.ZS,..,..
Ukraine,UKR,"Children in employment, wage workers, male (% of male children in employment, ages 7-14)",SL.WAG.0714.MA.ZS,..,..
Ukraine,UKR,"Children in employment, work only (% of children in employment, ages 7-14)",SL.TLF.0714.WK.ZS,..,..
Ukraine,UKR,"Children in employment, work only, female (% of female children in employment, ages 7-14)",SL.TLF.0714.WK.FE.ZS,..,..
Ukraine,UKR,"Children in employment, work only, male (% of male children in employment, ages 7-14)",SL.TLF.0714.WK.MA.ZS,..,..
Ukraine,UKR,Children out of school (% of primary school age),SE.PRM.UNER.ZS,..,..
Ukraine,UKR,"Children out of school, female (% of female primary school age)",SE.PRM.UNER.FE.ZS,..,..
Ukraine,UKR,"Children out of school, male (% of male primary school age)",SE.PRM.UNER.MA.ZS,..,..
Ukraine,UKR,"Children out of school, primary",SE.PRM.UNER,..,..
Ukraine,UKR,"Children out of school, primary, female",SE.PRM.UNER.FE,..,..
Ukraine,UKR,"Children out of school, primary, male",SE.PRM.UNER.MA,..,..
Ukraine,UKR,Children with fever receiving antimalarial drugs (% of children under age 5 with fever),SH.MLR.TRET.ZS,..,..
Ukraine,UKR,Claims on central government (annual growth as % of broad money),FM.AST.CGOV.ZG.M3,-4.04845136459774,14.1732756492395
Ukraine,UKR,"Claims on central government, etc. (% GDP)",FS.AST.CGOV.GD.ZS,16.8680096523417,20.5849186248394
Ukraine,UKR,Claims on other sectors of the domestic economy (% of GDP),FS.AST.DOMO.GD.ZS,31.7275113439986,..
Ukraine,UKR,Claims on other sectors of the domestic economy (annual growth as % of broad money),FM.AST.DOMO.ZG.M3,-7.95096064661509,-1.70683420049848
Ukraine,UKR,Claims on private sector (annual growth as % of broad money),FM.AST.PRVT.ZG.M3,-6.26374551300474,-1.80649350143868
Ukraine,UKR,CO2 emissions (kg per 2010 US$ of GDP),EN.ATM.CO2E.KD.GD,..,..
Ukraine,UKR,CO2 emissions (kg per 2017 PPP $ of GDP),EN.ATM.CO2E.PP.GD.KD,..,..
Ukraine,UKR,CO2 emissions (kg per PPP $ of GDP),EN.ATM.CO2E.PP.GD,..,..
Ukraine,UKR,CO2 emissions (kt),EN.ATM.CO2E.KT,..,..
Ukraine,UKR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..,..
Ukraine,UKR,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",EN.CO2.ETOT.ZS,..,..
Ukraine,UKR,CO2 emissions from gaseous fuel consumption (% of total),EN.ATM.CO2E.GF.ZS,..,..
Ukraine,UKR,CO2 emissions from gaseous fuel consumption (kt),EN.ATM.CO2E.GF.KT,..,..
Ukraine,UKR,CO2 emissions from liquid fuel consumption (% of total),EN.ATM.CO2E.LF.ZS,..,..
Ukraine,UKR,CO2 emissions from liquid fuel consumption (kt),EN.ATM.CO2E.LF.KT,..,..
Ukraine,UKR,CO2 emissions from manufacturing industries and construction (% of total fuel combustion),EN.CO2.MANF.ZS,..,..
Ukraine,UKR,"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",EN.CO2.OTHX.ZS,..,..
Ukraine,UKR,CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion),EN.CO2.BLDG.ZS,..,..
Ukraine,UKR,CO2 emissions from solid fuel consumption (% of total),EN.ATM.CO2E.SF.ZS,..,..
Ukraine,UKR,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,..,..
Ukraine,UKR,CO2 emissions from transport (% of total fuel combustion),EN.CO2.TRAN.ZS,..,..
Ukraine,UKR,CO2 intensity (kg per kg of oil equivalent energy use),EN.ATM.CO2E.EG.ZS,..,..
Ukraine,UKR,Coal rents (% of GDP),NY.GDP.COAL.RT.ZS,0.274074525951366,..
Ukraine,UKR,Combustible renewables and waste (% of total energy),EG.USE.CRNW.ZS,..,..
Ukraine,UKR,"Commercial bank branches (per 100,000 adults)",FB.CBK.BRCH.P5,0.42,0.41
Ukraine,UKR,"Commercial banks and other lending (PPG + PNG) (NFL, current US$)",DT.NFL.PCBO.CD,2162273000,..
Ukraine,UKR,Commercial service exports (current US$),TX.VAL.SERV.CD.WT,17154000000,15224000000
Ukraine,UKR,Commercial service imports (current US$),TM.VAL.SERV.CD.WT,14904000000,9982000000
Ukraine,UKR,"Communications, computer, etc. (% of service exports, BoP)",BX.GSR.CMCP.ZS,14.2284569138277,13.5147333806177
Ukraine,UKR,"Communications, computer, etc. (% of service imports, BoP)",BM.GSR.CMCP.ZS,10.8685968819599,13.4455352968677
Ukraine,UKR,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..,..
Ukraine,UKR,Compensation of employees (% of expense),GC.XPN.COMP.ZS,16.5951909999074,..
Ukraine,UKR,Compensation of employees (current LCU),GC.XPN.COMP.CN,218186900000,..
Ukraine,UKR,Completeness of birth registration (%),SP.REG.BRTH.ZS,..,..
Ukraine,UKR,"Completeness of birth registration, female (%)",SP.REG.BRTH.FE.ZS,..,..
Ukraine,UKR,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,..,..
Ukraine,UKR,"Completeness of birth registration, rural (%)",SP.REG.BRTH.RU.ZS,..,..
Ukraine,UKR,"Completeness of birth registration, urban (%)",SP.REG.BRTH.UR.ZS,..,..
Ukraine,UKR,Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,..,..
Ukraine,UKR,"Compulsory education, duration (years)",SE.COM.DURS,11,..
Ukraine,UKR,"Computer, communications and other services (% of commercial service exports)",TX.VAL.OTHR.ZS.WT,53.0546811239361,63.5444035733053
Ukraine,UKR,"Computer, communications and other services (% of commercial service imports)",TM.VAL.OTHR.ZS.WT,21.5982286634461,28.1606892406331
Ukraine,UKR,"Condom use, population ages 15-24, female (% of females ages 15-24)",SH.CON.1524.FE.ZS,..,..
Ukraine,UKR,"Condom use, population ages 15-24, male (% of males ages 15-24)",SH.CON.1524.MA.ZS,..,..
Ukraine,UKR,Consumer price index (2010 = 100),FP.CPI.TOTL,281.658595641646,289.354894500173
Ukraine,UKR,Consumption of iodized salt (% of households),SN.ITK.SALT.ZS,..,..
Ukraine,UKR,Container port traffic (TEU: 20 foot equivalent units),IS.SHP.GOOD.TU,1340400,..
Ukraine,UKR,"Contraceptive prevalence, any methods (% of women ages 15-49)",SP.DYN.CONU.ZS,..,..
Ukraine,UKR,"Contraceptive prevalence, modern methods (% of women ages 15-49)",SP.DYN.CONM.ZS,..,..
Ukraine,UKR,"Contributing family workers, female (% of female employment) (modeled ILO estimate)",SL.FAM.WORK.FE.ZS,0.230000004172325,..
Ukraine,UKR,"Contributing family workers, male (% of male employment) (modeled ILO estimate)",SL.FAM.WORK.MA.ZS,0.230000004172325,..
Ukraine,UKR,"Contributing family workers, total (% of total employment) (modeled ILO estimate)",SL.FAM.WORK.ZS,0.230000004172325,..
Ukraine,UKR,Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,0.5,..
Ukraine,UKR,"Cost of business start-up procedures, female (% of GNI per capita)",IC.REG.COST.PC.FE.ZS,0.5,..
Ukraine,UKR,"Cost of business start-up procedures, male (% of GNI per capita)",IC.REG.COST.PC.MA.ZS,0.5,..
Ukraine,UKR,"Cost to export, border compliance (US$)",IC.EXP.CSBC.CD,75,..
Ukraine,UKR,"Cost to export, documentary compliance (US$)",IC.EXP.CSDC.CD,192,..
Ukraine,UKR,"Cost to import, border compliance (US$)",IC.IMP.CSBC.CD,100,..
Ukraine,UKR,"Cost to import, documentary compliance (US$)",IC.IMP.CSDC.CD,162,..
Ukraine,UKR,Coverage of social insurance programs (% of population),per_si_allsi.cov_pop_tot,..,..
Ukraine,UKR,Coverage of social insurance programs in 2nd quintile (% of population),per_si_allsi.cov_q2_tot,..,..
Ukraine,UKR,Coverage of social insurance programs in 3rd quintile (% of population),per_si_allsi.cov_q3_tot,..,..
Ukraine,UKR,Coverage of social insurance programs in 4th quintile (% of population),per_si_allsi.cov_q4_tot,..,..
Ukraine,UKR,Coverage of social insurance programs in poorest quintile (% of population),per_si_allsi.cov_q1_tot,..,..
Ukraine,UKR,Coverage of social insurance programs in richest quintile (% of population),per_si_allsi.cov_q5_tot,..,..
Ukraine,UKR,Coverage of social protection and labor programs (% of population),per_allsp.cov_pop_tot,..,..
Ukraine,UKR,Coverage of social safety net programs (% of population),per_sa_allsa.cov_pop_tot,..,..
Ukraine,UKR,Coverage of social safety net programs in 2nd quintile (% of population),per_sa_allsa.cov_q2_tot,..,..
